NL 174:558:5. Korrespondenz:5.1. Private Korrespondenz der Familie Mach:Lange, Eduard~P:Lange, Eduard (Vetter Machs):::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::20.04.1904::::Liberec~50.764444°, 15.046944°:3 S. hs.:::::C012::0
NL 174:1278:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Gaisberger, Josef Wilhelm~P:Gaisberger, Josef Wilhelm (Student):::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::21908::::Triest~45.65°, 13.766667°:1 S. hs.:::::::0
NL 174:1279:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Gallardo y Romero, Mariano~P:Gallardo, Mariano (Dr., Escuela Central de Tiro, Madrid):::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::26.03.1888:Escuela Central de Tiro <Madrid>~K:Escuela Central de Tiro <Madrid> s. Gallardo, Mariano::Madrid~40.4125°, -3.703889°:3 S. hs.:fre::::::0
NL 174:1280:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Gambioli, Dionisio~ 102361487; Gambioli, Denys s. Gambioli, Dionisio:Gambioli, Denys (Dr., Direktor der Scuola Tecnica Giorgio Vasari, Arezzo):::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::28.12.1903:Scuola Tecnica Giorgio Vasari <Arezzo>~K:Scuola Tecnica Giorgio Vasari <Arezzo> s. Gambioli, Dionisio::Arezzo~43.466667°, 11.883333°:2 S. hs.:fre::::::2011
NL 174:1281:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Gambioli, Dionisio~ 102361487; Gambioli, Denys s. Gambioli, Dionisio:Gambioli, Denys (Dr.):::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::28.01.1904:Scuola Tecnica Giorgio Vasari <Arezzo>~ K:Scuola Tecnica Giorgio Vasari <Arezzo> s. Gambioli, Dionisio::Arezzo~43.466667°, 11.883333°:2 S. hs.:fre::::::2011
NL 174:1282:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Gambioli, Dionisio~ 102361487; Gambioli, Denys s. Gambioli, Dionisio:Gambioli, Denys (Dr., Scuola Tecnica Maschile, Rom):::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::17.02.1906:Scuola Tecnica Maschile <Rom>~K:Scuola Tecnica Maschile <Rom> s. Gambioli, Dionisio::Rom~41.883333°, 12.483333°:4 S. hs.:fre::::::2011
NL 174:1283:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Gambioli, Dionisio~ 102361487; Gambioli, Denys s. Gambioli, Dionisio:Gambioli, Denys (Dr.):::Mach, Ernst~118575767:Mach, Ernst:118575767::Karte:::06.03.1906::::Rom~41.883333°, 12.483333°:2 S. hs.:fre::::::2011
NL 174:1284:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Gambioli, Dionisio~ 102361487; Gambioli, Denys s. Gambioli, Dionisio:Gambioli, Denys (Dr.):::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::08.11.1907:Regia Scuola Tecnica <Rom>~ K:Regia Scuola Tecnica <Rom> s. Gambioli, Dionisio::Rom~41.883333°, 12.483333°:3 S. hs.:fre::::::2011
NL 174:1285:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Gandillot, Maurice M.~102621381:Gandillot, Maurice M.::102621381:Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::05.09.1913::::Condat-sur-Vienne~45.7939°, 1.2325°:1 S. ms.:fre:Blackmore/Hentschel 1985, S. 126:"Sonderdruck: ""Une Illusion de Relativité"" (8 S.)"::::1994
NL 174:1286:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Gay, Jules~P:Gay, Jules (Prof.):116469277::Mach, Ernst~118575767:Mach, Ernst:118575767::Visitenkarte::o.D.::Lycée Louis-le-Grand <Paris>~1901184-2:Lycée Louis-le-Grand <Paris> s. Gay, Jules::o.O.:1 S. gedr. u. hs.:fre::::::1111
NL 174:1287:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Geiser, Carl Friedrich~116500905:Geiser, Carl Friedrich (Prof.):116500905::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::22.05.1897::::Küsnacht~47.31833°, 8.582502°:2 S. hs.:::::::2004
NL 174:1288:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Geissler, Kurt~101230915:Geissler, Kurt:101230915::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::05.03.1909::::Ebikon~47.084157°, 8.343056°:2 S. ms.::Blackmore/Hentschel 1985, S. 53-55:::::2011
NL 174:1289:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Geissler, Kurt~101230915:Geissler, Kurt:101230915::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::11.06.1909::::Ebikon~47.084157°, 8.343056°:2 S. ms.:::::::2011
NL 174:1290:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Geitler, Josef Ritter von~117535788:Geitler, Josef Ritter von (Dr.):117535788::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::27.04.1895:::Krupka, H. Cölestin~P:Prag~50.083333°, 14.416667°:2 S. hs.:::Geitler an H. Cölestin Krupka, Prag, 25.04.1895 (2 S. hs. As.)::::1993
NL 174:1291:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Geitler, Josef Ritter von~117535788:Geitler, Josef Ritter von (Dr.):117535788::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::28.04.1895::::Prag~50.083333°, 14.416667°:1 S. hs.:::::::1993
NL 174:1292:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Geitler, Josef Ritter von~117535788:Geitler, Josef Ritter von (Dr.):117535788::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::06.10.1897::::Prag~50.083333°, 14.416667°:1 S. hs.:::::::1993
NL 174:1293:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Geitler, Josef Ritter von~117535788; Radakovic, Michael~127691979:Geitler, Josef Ritter von (Dr.); Radakovic, Michael:117535788; 127691979::Mach, Ernst~118575767:Mach, Ernst:118575767::Telegramm::[18.02.1908]:18.02.1908::::Czernowitz~48.3°, 25.93°:1 S. ms.:::::::2004
NL 174:1294:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Gelcich, Eugen~116521422:Gelcich, Eugen:116521422::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::23.10.1890::::Mali Loinj~44.533961°, 14.468136°:2 S. hs.:::::::1987
NL 174:1295:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Gerold & Comp., Buchhandlung <Wien>~1090903-5:Gerold & Comp., Buchhandlung <Wien>::1090903-5:Mach, Ernst~118575767:Mach, Ernst:118575767::Rechnung:::27.12.1897::::Wien~48.20833°, 16.373064°:2 S. gedr. u. hs.:::::::1927
NL 174:1296:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Gerold & Comp., Buchhandlung <Wien>~1090903-5:Gerold & Comp., Buchhandlung <Wien>::1090903-5:Mach, Ernst~118575767:Mach, Ernst:118575767::Rechnung:::14.12.1898::::Wien~48.20833°, 16.373064°:2 S. gedr. u. hs.:::::::1928
NL 174:1297:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Gerold & Comp., Buchhandlung <Wien>~1090903-5:Gerold & Comp., Buchhandlung <Wien>::1090903-5:Mach, Ernst~118575767:Mach, Ernst:118575767::Rechnung:::09.01.1901::::Wien~48.20833°, 16.373064°:2 S. gedr. u. hs.:::::::1931
NL 174:1298:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Gerold & Comp., Buchhandlung <Wien>~1090903-5:Gerold & Comp., Buchhandlung <Wien>::1090903-5:Mach, Ernst~118575767:Mach, Ernst:118575767::Rechnung:::14.01.1902::::Wien~48.20833°, 16.373064°:2 S. gedr. u. hs.:::::::1932
NL 174:1299:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Gerold & Comp., Buchhandlung <Wien>~1090903-5:Gerold & Comp., Buchhandlung <Wien>::1090903-5:Mach, Ernst~118575767:Mach, Ernst:118575767::Rechnung:::24.12.1902::::Wien~48.20833°, 16.373064°:3 S. gedr. u. hs.:::::::1932
NL 174:1300:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Gerold & Comp., Buchhandlung <Wien>~1090903-5:Gerold & Comp., Buchhandlung <Wien>::1090903-5:Mach, Ernst~118575767:Mach, Ernst:118575767::Rechnung:::31.12.1903::::Wien~48.20833°, 16.373064°:3 S. gedr. u. hs.:::::::1933
NL 174:1301:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Gerold & Comp., Buchhandlung <Wien>~1090903-5:Gerold & Comp., Buchhandlung <Wien>::1090903-5:Mach, Ernst~118575767:Mach, Ernst:118575767::Rechnung:::12.01.1905::::Wien~48.20833°, 16.373064°:2 S. gedr. u. hs.:::::::1935
NL 174:1302:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Gerold & Comp., Buchhandlung <Wien>~1090903-5:Gerold & Comp., Buchhandlung <Wien>::1090903-5:Mach, Ernst~118575767:Mach, Ernst:118575767::Rechnung:::04.01.1906::::Wien~48.20833°, 16.373064°:3 S. gedr. u. hs.:::::::1936
NL 174:1303:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Gerold & Comp., Buchhandlung <Wien>~1090903-5:Gerold & Comp., Buchhandlung <Wien>::1090903-5:Mach, Ernst~118575767:Mach, Ernst:118575767::Rechnung:::17.12.1907::::Wien~48.20833°, 16.373064°:3 S. gedr. u. hs.:::::::1937
NL 174:1304:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Gerold & Comp., Buchhandlung <Wien>~1090903-5:Gerold & Comp., Buchhandlung <Wien>::1090903-5:Mach, Ernst~118575767:Mach, Ernst:118575767::Rechnung:::16.12.1908::::Wien~48.20833°, 16.373064°:2 S. gedr. u. hs.:::::::1938
NL 174:1305:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Gerold & Comp., Buchhandlung <Wien>~1090903-5:Gerold & Comp., Buchhandlung <Wien>::1090903-5:Mach, Ernst~118575767:Mach, Ernst:118575767::Rechnung:::16.12.1912::::Wien~48.20833°, 16.373064°:2 S. gedr. u. hs.:::::::1942
NL 174:1306:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Gesellschaft zur Förderung Deutscher Wissenschaft, Kunst und Literatur in Böhmen~10943-5:Gesellschaft zur Förderung Deutscher Wissenschaft, Kunst und Literatur in Böhmen::10943-5:Schubert-Soldern, Richard von~ 118900102:Schubert-Soldern, Richard von (Dr.):118900102::Brief:::28.06.1906::::Prag~50.083333°, 14.416667°:1 S. ms.:::::::1936
NL 174:1307:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Giaxa, Vincenzo de~15909349X:Giaxa, Vincenzo de:::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::21.05.1892::::Mali Loinj~44.533961°, 14.468136°:3 S. hs.:ita::::::1998
NL 174:1308:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Gilbert-Silberstein, Leo~116623268:Gilbert-Silberstein, Leo:116623268::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::14.02.1911::::Wien~48.20833°, 16.373064°:4 S. ms. u. hs.:::::::2003
NL 174:1309:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Gilbert-Silberstein, Leo~116623268:Gilbert-Silberstein, Leo:116623268::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::01.08.1913::::Pörtschach am Wörther See~46.635556°, 14.1425°:3 S. hs.:::::::2003
NL 174:1310:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Gilbert-Silberstein, Leo~116623268:Gilbert-Silberstein, Leo:116623268::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::18.08.1913::::Madonna di Campiglio~46.232°, 10.826°:2 S. hs.:::::::2003
NL 174:1311:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Gilbert-Silberstein, Leo~116623268:Gilbert-Silberstein, Leo:116623268::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::12.09.1913::::Venedig~45.4375°, 12.335833°:2 S. hs.:::::::2003
NL 174:1312:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Gilbert-Silberstein, Leo~116623268:Gilbert-Silberstein, Leo:116623268::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::01.12.1913::::Wien~48.20833°, 16.373064°:3 S. hs.:::::::2003
NL 174:1313:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Gilbert-Silberstein, Leo~116623268:Gilbert-Silberstein, Leo:116623268::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::28.01.1914::::Wien~48.20833°, 16.373064°:1 S. ms.::Blackmore/Hentschel 1985, S. 130:::::2003
NL 174:1314:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Götze, Carl~136046436:Götze, Carl:116740590 xyz::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::30.07.1906:Lehrervereinigung für die Pflege der Künstlerischen Bildung <Hamburg>~5109134-3:Lehrervereinigung für die Pflege der Künstlerischen Bildung <Hamburg> s. Götze, Carl::Hamburg~53.550556°, 9.993333°:2 S. hs.:::::::2017
NL 174:1315:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Goetze, Ferdinand Ottomar Robert~129574147:Goetze, F.O.R. (Instrumentenbauer):::Mach, Ernst~118575767:Mach, Ernst:118575767::Karte:::04.02.1895::::Leipzig~51.340333°, 12.37475°:2 S. hs.:::::::1986
NL 174:1316:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Goldbacher, Alois~11674751X:Goldbacher, Alois:11674751X::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::19.05.1880::::Czernowitz~48.3°, 25.93°:3 S. hs.:::::::1994
NL 174:1317:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Goldmann, Bronislaw~P:Goldmann, Bronislaw (Student):::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::30.09.1901::::Warschau~52.216667°, 21.033333°:2 S. hs.:::::::0
NL 174:1318:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Goldmark, Karl~119527995:Goldmark:::Mach, Ernst~118575767:Mach, Ernst:118575767::Karte::o.D.:::::Wien~48.20833°, 16.373064°:2 S. hs.:::::::1985
NL 174:1319:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Goldscheid, Rudolf~116754796:Goldscheid, Rudolf:116754796::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::23.01.1907::::Wien~48.20833°, 16.373064°:3 S. hs.:::::::2001
NL 174:1320:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Goldscheid, Rudolf~116754796:Goldscheid, Rudolf:116754796::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::27.02.1908::::Wien~48.20833°, 16.373064°:3 S. hs.:::::::2001
NL 174:1321:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Goldscheid, Rudolf~116754796:Goldscheid, Rudolf:116754796::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::27.03.1908::::Wien~48.20833°, 16.373064°:3 S. hs.:::::::2001
NL 174:1322:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Goldscheid, Rudolf~116754796:Goldscheid, Rudolf:116754796::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::15.08.1909::::St. Moritz~46.497777°, 9.838323°:3 S. hs.:::::::2001
NL 174:1323:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Goldscheid, Rudolf~116754796:Goldscheid, Rudolf:116754796::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::03.03.1911::::Wien~48.20833°, 16.373064°:4 S. hs.:::::::2001
NL 174:1324:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Goldscheid, Rudolf~116754796:Goldscheid, Rudolf:116754796::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::16.05.1911::::Wien~48.20833°, 16.373064°:3 S. hs.:::::::2001
NL 174:1325:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Goldscheid, Rudolf~116754796:Goldscheid, Rudolf:116754796::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::27.08.1911::::Madonna di Campiglio~46.232°, 10.826°:3 S. hs.:::::::2001
NL 174:1326:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Goldscheid, Rudolf~116754796:Goldscheid, Rudolf:116754796::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::11.08.1913::::Wien~48.20833°, 16.373064°:4 S. hs.:::::::2001
NL 174:1327:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Goldscheid, Rudolf~116754796:Goldscheid, Rudolf:116754796::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::08.01.1914::::Berlin~52.518611°, 13.408056°:4 S. hs.:::::::2001
NL 174:1328:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Goldscheid, Rudolf~116754796:Goldscheid, Rudolf:116754796::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::18.06.1914::::Wien~48.20833°, 16.373064°:2 S. hs.:::::::2001
NL 174:1329:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Goldscheid, Rudolf~116754796:Goldscheid, Rudolf:116754796::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::02.07.1914::::Wien~48.20833°, 16.373064°:2 S. hs.:::::::2001
NL 174:1330:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Goldscheid, Rudolf~116754796:Goldscheid, Rudolf:116754796::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::09.08.1914::::Madonna di Campiglio~46.232°, 10.826°:2 S. hs.:::::::2001
NL 174:1331:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Goldschmiedt, Guido~ 116757388:Goldschmiedt, Guido (Prof.):116757388::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::14.11.1905::::Prag~50.083333°, 14.416667°:3 S. hs.:::::::1985
NL 174:1332:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Goldzier, Hans~126426716:Goldzier, Hans:::Mach, Ernst~118575767:Mach, Ernst:118575767::Visitenkarte::o.D.:::::Wien~48.20833°, 16.373064°:1 S. gedr. u. hs.:::::::1111
NL 174:1333:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Gizycki, Georg von~116649437:Goljizycki:::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::12.08.1890::::Berlin~52.518611°, 13.408056°:3 S. hs.:::::::1965
NL 174:1334:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Gizycki, Georg von~ 116649437:Goljizycki:::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::19.08.1890::::Berlin~52.518611°, 13.408056°:4 S. hs.:::::::1965
NL 174:1335:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Gizycki, Georg von~ 116649437:Goljizycki:::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::25.08.1890::::Berlin~52.518611°, 13.408056°:2 S. hs.:::::::1965
NL 174:1336:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Goltz, Friedrich~116764694:Goltz, Friedrich:102641412 xyz::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::08.04.1901::::Straßburg~48.583611°, 7.748056°:4 S. hs.:::::::1972
NL 174:1337:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Gomperz, Heinrich~ 11927146X:Gomperz, Heinrich (Dr.):11927146X::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::16.01.1902::::Bern~46.951081°, 7.438637°:4 S. hs.:::::::2012
NL 174:1338:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Gomperz, Heinrich~ 11927146X:Gomperz, Heinrich (Dr.):11927146X::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::26.06.1902::::Bern~46.951081°, 7.438637°:2 S. hs.:::::::2012
NL 174:1339:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Gomperz, Heinrich~ 11927146X:Gomperz, Heinrich (Dr.):11927146X::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::14.07.1902::::Bern~46.951081°, 7.438637°:4 S. hs.:::::::2012
NL 174:1340:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Gomperz, Heinrich~ 11927146X:Gomperz, Heinrich (Dr.):11927146X::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::15.07.1907::::Wien~48.20833°, 16.373064°:2 S. hs.:::::::2012
NL 174:1341:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Gomperz, Heinrich~ 11927146X:Gomperz, Heinrich (Dr.):11927146X::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::17.02.1908::::Wien~48.20833°, 16.373064°:3 S. hs.:::::::2012
NL 174:1342:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Gomperz, Heinrich~ 11927146X:Gomperz, Heinrich (Dr.):11927146X::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::02.08.1910::::Wien~48.20833°, 16.373064°:1 S. ms.:::::::2012
NL 174:1343:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Gomperz, Heinrich~ 11927146X:Gomperz, Heinrich (Dr.):11927146X::Mach, Ernst~118575767:Mach, Ernst:118575767::Visitenkarte::o.D.:::::Wien~48.20833°, 16.373064°:1 S. gedr.:::::::1111
NL 174:1344:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Gomperz, Theodor~ 118540661:Gomperz, Theodor (Prof.):118540661::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::25.05.1882::::Wien~48.20833°, 16.373064°:3 S. hs.:::::::1982
NL 174:1345:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Gomperz, Theodor~ 118540661:Gomperz, Theodor (Prof.):118540661::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::27.11.1894::::Wien~48.20833°, 16.373064°:3 S. hs.::Mayerhöfer 1967, S. 48f.:::::1982
NL 174:1346:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Gomperz, Theodor~ 118540661:Gomperz, Theodor (Prof.):118540661::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::02.12.1894::::Wien~48.20833°, 16.373064°:2 S. hs.::Mayerhöfer 1967, S. 48f.:::::1982
NL 174:1347:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Gomperz, Theodor~ 118540661:Gomperz, Theodor (Prof.):118540661::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::16.12.1894::::Wien~48.20833°, 16.373064°:2 S. hs.::Mayerhöfer 1967, S. 52:::::1982
NL 174:1348:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Gomperz, Theodor~ 118540661:Gomperz, Theodor (Prof.):118540661::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::26.01.1895::::o.O.:2 S. hs.:::::::1982
NL 174:1349:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Gomperz, Theodor~ 118540661:Gomperz, Theodor (Prof.):118540661::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::22.02.1895::::Wien~48.20833°, 16.373064°:3 S. hs.:::::::1982
NL 174:1350:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Gomperz, Theodor~ 118540661:Gomperz, Theodor (Prof.):118540661::Mach, Ernst~118575767:Mach, Ernst:118575767::Visitenkarte:::20.03.1895::::Wien~48.20833°, 16.373064°:1 S. gedr. u. hs.:::Umschlag::::1982
NL 174:1351:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Gomperz, Theodor~ 118540661:Gomperz, Theodor (Prof.):118540661::Mach, Ernst~118575767:Mach, Ernst:118575767::Visitenkarte:::11.11.1896::::Wien~48.20833°, 16.373064°:1 S. gedr. u. hs.:::Umschlag::::1982
NL 174:1352:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Gomperz, Theodor~ 118540661:Gomperz, Theodor (Prof.):118540661::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::12.12.1899::::Wien~48.20833°, 16.373064°:1 S. hs.:::::::1982
NL 174:1353:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Gomperz, Theodor~ 118540661:Gomperz, Theodor (Prof.):118540661::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::21.06.1902::::Bad Vöslau~47.966944°, 16.214444°:4 S. hs.:::::::1982
NL 174:1354:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Gomperz, Theodor~ 118540661:Gomperz, Theodor (Prof.):118540661::Mach, Ernst~118575767:Mach, Ernst:118575767::Visitenkarte::o.D.:::::Wien~48.20833°, 16.373064°:2 S. gedr. u. hs.:::Umschlag::::1982
NL 174:1355:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Goldbeck, Ernst~117548782 :Gordbeck, Ernst (Dr.):::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::10.04.1897::::Berlin~52.518611°, 13.408056°:1 S. hs.:::::::2010
NL 174:1356:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Goldbeck, Ernst~ 117548782:Gordbeck, Ernst (Dr.):::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::20.04.1902::::Berlin~52.518611°, 13.408056°:3 S. hs.:::::::2010
NL 174:1357:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Gossot, Hubert Cassien Fernand François~P:Gossot, Fernand:::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::07.05.1890::::Lorient~47.745833°, -3.366389°:2 S. hs.:fre::::::2005
NL 174:1358:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Gossot, Hubert Cassien Fernand François~P:Gossot, Fernand:::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::02.06.1890::::Lorient~47.745833°, -3.366389°:4 S. hs.:fre::::::2005
NL 174:1359:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Gossot, Hubert Cassien Fernand François~P:Gossot, Fernand:::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::23.10.1891::::Dakar~14.681111°, -17.441667°:3 S. hs.:fre::::::2005
NL 174:1360:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Gossot, Hubert Cassien Fernand François~P:Gossot, Fernand:::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::12.12.1891::::Dakar~14.681111°, -17.441667°:4 S. hs.:fre::::::2005
NL 174:1361:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Gossot, Hubert Cassien Fernand François~P:Gossot, Fernand:::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::18.01.1893::::Lorient~47.745833°, -3.366389°:3 S. hs.:fre::::::2005
